repo_id,repo_name,repo_stars,repo_forks,repo_language
578643184.0,dodolereporter/Advent-Of-Code-2022,0,0,
579148797.0,nczempin/eden-chess-engine,2,0,Java
579187625.0,ahierro/simple-online-store-java,1,0,Java
579673703.0,tcheeric/nostr-java,82,25,Java
581087512.0,davidepatti/ultraviolet,1,1,Java
581904006.0,0xA9UA/Ribbon_Worm,0,0,Java
582421653.0,alexey-temnikov/tinkerpop,0,0,Java
583791423.0,brandonromanek/RuneLiteTestPlugin,0,0,Java
585048365.0,Productive-Edge/pe-fuzzy-search-java,6,0,Java
585143833.0,ikunalpatil/time-tracker,0,0,Java
585497252.0,MertBaran/DesignPatternsWithRealWorld,0,0,Java
586022794.0,lsirac/google-auth-library-java,0,0,Java
586042137.0,berkinozturk/Basic-Calculator,0,0,Java
586394676.0,practicalvj/tutorials,0,0,Java
586527440.0,nth410/reactive-spring-webflux,0,0,Java
587558969.0,dowhatkennydoes/100-days-of-Java,0,0,Python
587629781.0,jusenglee/Shopping,0,0,CSS
589137531.0,waybercraft/bungee-vault,0,0,Java
589546391.0,davidstoegmueller/bettervanilla,0,0,Java
590449122.0,beck511/Blockchain,0,0,Java
590473511.0,dpcarlo/Java_Projects,0,0,Java
594155488.0,Stirling-Tools/Stirling-PDF,63892,5443,Java
594666005.0,samiranmandwe/my-app,0,0,JavaScript
599209584.0,wprathamesh7/assignment,0,0,Python
600608316.0,NewAmazingPVP/ProxyPlayerNotify,6,1,Java
600986770.0,fiterafrica/fineract-template,1,7,Java
601253968.0,ankit0103ec/code.4u,0,0,HTML
601346170.0,msemitkin/financie,3,0,Java
601487669.0,SyncMaster7/data-directory-url-checker,0,0,Java
601539998.0,rpuch/ignite-3,0,0,Java
603419391.0,dabster2000/intranetservices,0,0,Java
603536866.0,nickPaterakis/event-driven-microservices,0,0,Java
605105372.0,ArliT1-F/test,0,0,Python
605671001.0,simos16/Java_basic,0,1,Java
606587867.0,al290063/al290063.github.io,0,0,
606775111.0,amorabot/Inscripted,11,2,Java
607119161.0,yanhom1314/dynamic-tp,0,0,Java
609134782.0,MihaiCristianCondrea/Android-Studio-Tutorials-Java-Edition,22,2,Java
609683368.0,Speedsniper12/Tradebot.mk1,0,0,
612432828.0,TechnicallyCoded/PlayerBountiesPlus,3,4,Java
612913183.0,mykavr/jcpm-core-app,0,0,Java
614586212.0,eduardNeagoe/aggregation-api-reactive,1,0,Java
615803525.0,Lightkeks/Nordic,0,0,Java
615946201.0,ashrawan/Spring-Security-OAuth-Example,15,3,Java
616807345.0,Siddhesh2377/AndroidBox,17,3,Java
618652318.0,WISEION/BoofAndroidDemo,0,0,
618846865.0,Gabriel-progf/valid_string_symbol,0,0,Java
619208172.0,CodeByPeete/Bright,1,0,Java
619505402.0,zaakata/BallGame,0,0,Java
619534803.0,NeonN3mesis/Cardalog,0,0,Java
621019852.0,Quinn-With-Two-Ns/sdk-java,0,0,Java
621531118.0,erseco/StevieWonderSimulator,1,0,Java
621862214.0,noname3222/BuySell,0,0,Java
623525682.0,Mr-Spike/chenjianhong,0,0,HTML
625005383.0,angusryer/react-native-audio-cortex,0,0,Java
625293993.0,saidone75/alfresco-node-processor,4,3,Java
625634398.0,jonod8698/100-redteam-projects,0,0,Python
625953992.0,nazjaz/myjava_app,0,0,Java
626502228.0,Helixan/Helix,0,0,Java
627113310.0,hypersmc/HackerGuardianBuild,0,0,Java
628069139.0,SophieXueZhang/ClinicAppointmentManagement,0,0,
629244359.0,SpineEventEngine/logging,0,0,Kotlin
630067117.0,easonng/copilot_test,0,0,
630440189.0,egelon/AudiobookCanvas,1,0,Java
630788542.0,Wenbo-J/Discrete-Event-Simulator-Project,0,0,HTML
631045212.0,AquaticLabs/AquaticData,0,0,Java
633402582.0,alialkhiame/chess,0,0,Java
634470313.0,cihat-kose/restassured-practice-lessons,1,1,Java
635536411.0,Chizkiyahu/cyberduck,0,0,Java
637808708.0,anusha3ali/TimeFormatter,0,0,Java
638568375.0,zhaozfgzsendi/demo,0,0,Java
638951438.0,comet-ml/opik,11956,825,Python
639063861.0,pnambic/depanfx,1,0,Java
639804832.0,anestistsio/QuizApp,0,0,Java
639936981.0,Goyal-Puja/Design-ATM,0,0,Java
640357628.0,feliipenevesnow/API-Spring-Rest,0,0,Java
641141283.0,ggoncalves/AgileCheckupPerpetua,0,0,Java
644499668.0,SimonHalvdansson/Harmonic-HN,746,52,Java
645920540.0,pouyakhoshkhoo/SpringBootCRUDOperation,0,0,Java
648059776.0,ukeate/state-workflow,0,0,Java
649004981.0,erinthon/content-api,0,0,Java
651105728.0,enchhik/SpringBootJPA_Library,0,0,Java
653962819.0,Amit950/amit.github.io,0,0,
654290938.0,Protoxy22/artose,0,0,
655194663.0,mitonize/line-fido2-server,0,0,Java
655548105.0,Ocean69741/BookingAppointement,0,1,Java
655771404.0,ClusterLaboratorioComBr/kafka_replicator_orchestrator,0,0,Java
659526962.0,louisperla/ipscan,0,0,
660344728.0,Sticlo/CRUD,0,0,Java
660710971.0,carlo-ddm/string-calculator,0,0,Java
661051207.0,lvivco/mdcfg,15,0,Java
663274575.0,LGC33/Code,1,0,Python
666005729.0,BeckF4/jdk,0,0,Java
666133159.0,diogo2806/CloudPort,0,0,TypeScript
667472384.0,MoZien/Fitness-Studio-Project,0,0,Java
669118279.0,HassanIbrahim1995/test,0,0,
669157441.0,swchoi1997/my-lib-java,0,0,Java
669466632.0,selfxyz/self,691,116,Circom
670224534.0,openfga/java-sdk,41,16,Java
671708532.0,ivanmartin62/trabajo_final_codo_a_codo,0,0,HTML
672511841.0,ravikiransrao/Roman-Numbers,0,0,Java
673519249.0,mensagex/whatsapp-business-java-api,0,0,Java
674968762.0,MartijnvCitteren/GuessingGame,0,0,Java
675327236.0,phil334/epicdrawgame,0,0,JavaScript
677950554.0,chsami/Microbot,146,389,Java
680884312.0,anurag-111/expense-tracker,0,0,Java
682057104.0,funny-bunny-corp/wallet,0,0,Java
686466160.0,BH2VSQ/FT8CN,0,0,Java
687826970.0,SkillHeaven/317-client,0,0,Java
689772338.0,zombie-clinic/checkers,0,1,Java
691234464.0,SleazLee/BMEssentials,0,0,Java
692994958.0,whereareiam/Socialismus,41,3,Java
695184780.0,cecrdle/springboot3exprerienceKubernetes,0,0,Java
695281829.0,cihat-kose/cucumber-jdbc-ui-db-learning-path,5,2,HTML
695875610.0,nile4000/mymenu,2,0,Vue
696105260.0,phoenixcryos/IdeaProjects,0,0,Java
697605999.0,jailashah/BFS-1,0,0,Java
698583424.0,MatisseAD/ReanimateMC,5,1,Java
699183054.0,leosilvarj/wexapp,0,0,Java
700487007.0,Xandermod/potential-invention,0,0,Java
701332837.0,mmc98gt/AppMusic,0,0,Java
701899830.0,BrendanoElTaco/CSCI3300_Term_Project,0,0,Java
702948659.0,ronaldwm2/alienads_props,0,0,Java
702997287.0,ronaldwm2/alienads_propssdk,0,0,
703216961.0,maximianoneto/DevOpsME,2,0,Java
703394622.0,lunasaw/gb28181-proxy,113,26,Java
703709296.0,vasanthLee/rewards-converter,0,0,Java
704613186.0,MihajloKorunoski/AI-Learning-Platform,0,0,HTML
704617929.0,MihajloKorunoski/Hotel-Management-System,0,0,Java
708516580.0,CaioZamana/santander-Java-backend-market-2023,0,0,Java
708994769.0,pwrlabs/pwrj,4,2,Java
709288187.0,francescopeloi/ta4j,0,0,Java
712088967.0,tingilee/intellij,0,0,
712110169.0,Skycryck/Precious,0,0,Java
712503298.0,snowepw/tiderep,0,0,Java
712613268.0,kerozoli/ImmerReader,1,0,Java
713573797.0,epischel/gitlab-bot,0,0,Java
714719441.0,Dulpyanghaobo/blog,0,1,HTML
715199751.0,cohere-ai/cohere-java,19,2,Java
716253944.0,lukeyu1025/Aliyun-MQTT-Android-Application,0,0,Java
721390497.0,modarresrealy/CodingMoj,0,0,
721477229.0,CaioZamana/curso-para-formacao-java,0,1,Java
721696404.0,GD297/design-pattern-example,0,0,Java
722181227.0,morihofi/certgine,13,0,Java
722759785.0,YuryBos/TelegramBot,0,0,Java
724466742.0,diegolune/mentoring-training,0,0,Java
724962165.0,NDViet/selenium,0,0,Java
726120179.0,krishnaramhunter93/product-service,0,0,Java
726147501.0,bboyer23/bboyer23.github.io,1,1,Java
726992414.0,Maple-Curry/gbt,0,0,Python
727416147.0,Kingdom05/PictureGallery,0,0,
727833534.0,AdhamMadkour/dji-drone-rest,2,0,Java
728195275.0,ahmetbahaakturk/Bank-App-Project,1,0,Java
729099531.0,selvalives/CD1,0,0,HTML
729276073.0,lantanagroup/link-cloud,2,1,C#
731938265.0,JonatasFischer/contract-testing-workshop,0,0,JavaScript
732572621.0,erikedu5/aluFx,0,0,Java
734309950.0,serhanoztuna/WebGoatJava,0,0,JavaScript
734360462.0,32mika/ChessGame,0,0,Java
736443875.0,IsraelAguiniga1/My2DGame1,1,1,Java
736842602.0,llajas/xInput-Switch,0,0,C
737249962.0,ttcollins/SpringBootUtils,0,0,Java
737319341.0,turesheim/commodore-commander,0,0,Java
737325950.0,brunolbeltrao/booking,0,0,Java
737771518.0,gdg-hongik-univ/gdsc-server,24,2,Java
738494288.0,mauricio-acuna/CalculadoraMauricio,0,0,Java
738964155.0,BoBomba/TO_PlatformGame,0,0,Java
739506268.0,SpringBoot57/firstStepDemoTrial,0,0,Java
739573927.0,llucasandersen/CTE-Nexus,1,0,Java
740545584.0,kotha1606/Newsapplication,0,0,Java
740854560.0,ArthurOnWeb/ProjetInfo731,0,0,Java
742234815.0,CHOI-JOO-YEON/digimon-meta-site,0,0,Java
742735842.0,abdupattaev/Microservice-auth,0,0,Java
743091456.0,YaoS-Code/L_H_Strings,0,0,Java
743253357.0,AndrewG11303/Text-Management-Game,0,0,
743260302.0,elajasho/qa_guru_hw_20,3,0,Java
743330740.0,victoremannuel/CursoJava,0,0,Java
746182699.0,egdels/bluesharpbendingapp,21,2,Java
747808482.0,Nadeem22/pdftodb,0,0,
748385897.0,DiegoPratesAraujo/tradutor_magico.py,0,0,Python
749006873.0,MasahiroHara/code,0,0,C#
749037308.0,kyata002/1.PdfReader,0,0,Java
749303427.0,wertycn/wireguard-registry,2,1,Java
749617631.0,MilleTeam/MiServer,0,0,Java
749849179.0,lotfibelaid/guess_game,0,0,Java
750324433.0,NewsHabit/newshabit_backend,3,0,Java
750875909.0,AntonKluge/similocator,0,0,HTML
752398313.0,viniciussantos45/employees-java,0,0,Java
754297454.0,mesutKoc77/AndroidJavaInstagramClone,0,0,Java
757435965.0,moiseslucy/MoriMagazineAPI,0,0,Java
758464265.0,YasinBulgani/WepOtomasyonMimarisi,0,0,Java
759014445.0,Kotik112/blog-backend,1,0,Java
759511982.0,cdouglas/iceberg,2,0,Java
761566910.0,KAMKEEL/KAWE,8,2,Java
763891042.0,smith2007/reminder-bot,0,0,Java
764585971.0,prycannatik/SendHelpApplication,0,0,Java
764668043.0,jpalanco/a-simple-vulnerable,0,0,Java
765871699.0,twothe/twotil,0,0,Java
766192592.0,dadodasyra/BetterFleet,1,0,Vue
768174646.0,prinapo/maigret,1,0,JavaScript
768676999.0,alekszivko/SAMInventoryControl,0,0,JavaScript
769945587.0,lardzy/NanoScan,0,0,Java
772623895.0,unknown1fsh/basic-Note,0,0,Java
776408454.0,LingC2001/leetcode-solutions,3,0,Python
776618556.0,Bihruze/KNOWLEDGE-COMPETITION,0,0,
777459851.0,Tobbe1984/music_survey_ingest,0,0,Java
777661563.0,albertattard/sociable-weaver,1,0,Java
778589390.0,cvalverd/bdget,0,2,Java
778808748.0,swannwlme/SAE-Rogue-Like,1,0,Java
779495853.0,GusDPA/Validador-de-Correlatividades,0,0,Java
779600514.0,VampireFlower/dolphin,0,0,C++
779784027.0,ekotsomytis/thesis,0,1,Java
780062292.0,mpvvliet/liquibase,0,0,Java
780242696.0,Slaymish/3dModelMapViewer,0,0,Java
780331846.0,sidd-kulk/springboot-kvstore-lol,1,0,Java
784387561.0,launchdarkly/java-core,6,8,Java
784522527.0,KAMKEEL/CustomNPC-DBC-Addon,12,8,Java
784997578.0,erikedu5/agrobitacora,0,0,HTML
785310725.0,Walrus94/DungeonPrototype,0,0,Java
785407468.0,euripedesDoutor/DRTI,0,0,Java
785412802.0,VoxiByte/belt,0,0,Java
785715103.0,amirkhamzaev/git-demo,0,0,Java
788772062.0,kopendozz/BugKeeper,0,0,Java
789289904.0,rakesh-vardan/restassured-vs-native-clients,0,0,Java
789650183.0,Singkosdevi/AI-Coding,0,0,Java
790535836.0,JonathanVera18/Web2TA,0,0,Java
790767398.0,avheani/Enviro365-IT-Solutions,0,0,Java
791008642.0,cmillarc/ms-create-user,0,0,Java
791012383.0,JefersonMunoz/Estructuras,0,0,Java
792985658.0,graydelay/spring-cloud-user-service,0,0,Java
793999029.0,mason-toy-project/boot330,0,0,Java
794511316.0,73410/PCC-Pration-Tools,2,0,Java
794930628.0,Shubham-Stunner/Ekart,0,0,Java
795254638.0,houtknots/BluemapTraincartsConnector,4,0,Java
795551233.0,lucianofalls/sqs-connect,0,0,Java
797766655.0,mkingmking/DreammGames,0,0,Java
798170053.0,olegkh7/tic-tac-toe,0,0,Java
799265372.0,Sifan-Baissa/Inventory-Management-Application,0,0,Java
799796193.0,AnkitTiwari88/studytxt,0,0,HTML
800996854.0,cjdcjd10021/octopus,0,0,
801100603.0,TFMV/porter,100,11,Go
802463473.0,krd-takahiro1226/LibroLog,2,0,Java
802535166.0,strider73/adventuretube-microservice,0,0,Java
803430684.0,hywenklis/buddy-api,7,6,Java
803914388.0,AkimboTheOne/ATOPizzaFactory.ToolKit.Java,0,0,Java
804259913.0,younwony/Wedding,1,0,JavaScript
804454713.0,SemSmits/TakeOffTiel,1,0,HTML
804782715.0,ktsu126/JPA-Exam,0,0,Java
805116930.0,chefzaid/devapp,0,0,Java
805912486.0,drQuintilis/Symulation_of_Cyberpunk_City,1,1,Java
806717470.0,Teenkung123/DamageIndicator,0,0,Java
806815635.0,raulest50/lac-manufacture-backend,0,0,Java
807272648.0,AliRizaAynaci/ecommerce-backend,0,0,Java
808296548.0,anassabbou/CRM_System_FullStack_App,0,0,Java
809088073.0,oviyadevaraj/banking-system,0,0,
809841806.0,fabieu/simdesk,3,1,Java
810018099.0,Memilson/Sistema-Automatizado-de-Teatro,2,0,Java
812294009.0,CyniaAI/BukkitGPT-v3,42,13,Python
812464332.0,BNBRMN/roe,0,0,Java
814194874.0,iamsumurthdixit/LearningJava,0,0,Java
815172277.0,Feedbaek/JHP-World,0,1,Java
815677107.0,ddumaa/tracking_system,0,0,Java
816312292.0,kcschocks/spring-6-webapp,0,0,Java
816748043.0,thd2020/PASManage,0,0,Python
816775675.0,abidiDev/CyBackend,0,0,Java
818692029.0,depromeet/layer-server,15,0,Java
818874356.0,pankajjadhav2505/Myportfolio,0,0,HTML
819212877.0,yangyag/msa,0,0,Java
821477416.0,Yuikij/auto_work,0,0,JavaScript
821935427.0,Killreal6996/GTFONeo,0,0,Java
824198799.0,vivalahm/hhplus_3week_ticketing,0,0,Java
824824907.0,kbdemiranda/vulpes-api,1,0,Java
825956527.0,PabloT18/icc-estructura-u2-maps,0,131,Java
826272610.0,yuriy-tsarenko/trustnow-backend,0,0,Java
826590675.0,Jihooni97/lak,0,0,JavaScript
826938444.0,SumanBandopadhyay/rider-guru,0,0,Java
827825323.0,Gobinath21/CRUDEmployee,0,0,Java
827880847.0,Draco-Plugins/SurvivalSkills,1,1,Java
828613341.0,wilsoncajisaca/arnuvV2,0,0,Java
828686390.0,iAxvleda/iaxvleda.github.io,0,0,HTML
828813381.0,imperial-qore/JLQN,0,0,Java
828945644.0,Pranav7722/text,0,0,Java
829128914.0,MaBlank/CalculationService,0,0,Java
830248825.0,KingsleySepeng/OnlineMerchantShop,0,0,Java
831484722.0,P2Wdisabled/WorldPluginManager,0,1,Java
832571831.0,lsportsltd/trade360-java-sdk,0,0,Java
832690444.0,JunFe23/G2BPlatform,0,0,HTML
833208199.0,baizba/JustFly,0,0,Java
834255221.0,SirGwun/tulasiClubBot,0,0,Java
834388480.0,innerView-app/innverView-server,0,0,Java
834638105.0,Robert27/aptabase-react-native,0,0,TypeScript
837166730.0,Daghis/Chromagica,2,0,Java
837210040.0,manhha5842/Library_System,1,0,CSS
837341525.0,bayramtturgutt/ApointMS,2,3,Java
837426831.0,DavidLiedle/ChatGPT,6,0,Java
837520661.0,owengregson/PolarPots,0,0,
837878551.0,sumit-hanumante/AuthEase,0,0,
838005413.0,NMOX/NMOX-Studio,0,0,Java
839099340.0,GradyJean/QmBase-Framework,0,0,Java
839215438.0,rastkosimic/StillFresh,0,0,Java
839744467.0,KomodoPlatform/komodo-defi-sdk-flutter,2,2,Dart
840110187.0,end2endlogic-com/quantum-framework,2,0,Java
840470372.0,goldmanager/goldmanager,0,0,Java
840789489.0,tiagobmarques/spring-template,0,0,Java
841109210.0,MatminiCorp/chatApplication,0,0,
841245660.0,dewsithmenuka/Class-,0,0,
841720257.0,Deoprag/api_prysme,1,0,Java
842205495.0,SimoMarrouss/feign-curl-logger,2,0,Java
842993408.0,anujamM/Selenium4,0,1,
843124664.0,skovdev/project-management-system,0,0,Java
843938479.0,Tamicktom/2d-game-in-java,0,0,Java
844049568.0,damiano1996/incoder-plugin,11,2,Java
844966126.0,whereareiam/Bubbler,0,0,Java
845200672.0,ronaldgra/Esp_desarrollo_backend,0,0,Java
846361521.0,Axionize/LightningGrim,81,21,Java
846483772.0,ronanleflem/Financial-Project,1,0,Java
846549261.0,dx-junkyard/api-community-spring,0,0,Java
847241137.0,Lumiereperfection65/chatbot-congo,0,0,Java
847259193.0,hemati/quran_android,0,0,Kotlin
848065470.0,Antineutrino-4444/Hbm-s-Nuclear-Tech-GIT,0,0,Java
848338487.0,Bogdusik/CalculatorApp-,0,0,Java
848357191.0,Bogdusik/WeatherApp-,0,0,Java
848487698.0,fontolangustavo/spring-security-key-vault-example,0,0,Java
848674196.0,Bogdusik/TicTacToeGame,0,0,Java
848678825.0,Bogdusik/Random_Password_Generator_GUI,0,0,Java
848680608.0,Bogdusik/Games,0,0,Java
848919142.0,Bogdusik/Hangman-Game-,0,0,Java
848938849.0,Bogdusik/Login-Form-,0,0,Java
848971918.0,DerGamer009/BungeeSystem,2,0,Java
849361064.0,DaRealTurtyWurty/Industria,9,5,Java
849892684.0,bJhankar/composio,1,0,
850404694.0,jakegrepo/scripts,0,0,Java
851346385.0,anthony-nalini/Java,0,0,
851389193.0,LeeChangKyun/PopUpStore_Project,0,0,Java
851732817.0,SapphireRhodonite/JavaVulnerableLab,0,0,Java
852520712.0,otondonicolasDaVinci/aike-api,0,0,Java
852842585.0,loonietick/H.E.V-suit,2,0,Java
852949707.0,mathwidu/Jogo-Naves2D-Java,1,0,Java
853394140.0,adamzwickey/webinar-demo,0,0,Java
853546711.0,Abakar14/dss-gateway,0,0,Java
854585394.0,bergice/Joise,0,0,Java
855330875.0,francastagna/EvoMaster,0,0,
855337376.0,kingpinzs/afk-post-apocalyptic,0,0,JavaScript
856701201.0,GethubGod/not-Malware,0,0,
856962840.0,rhum0ne/Worldcraft,2,0,Java
857003576.0,Bogdusik/Random-Dice-Game,0,0,Java
857262319.0,nommmy/gift_memo,0,0,Dart
857873266.0,HusseinLab/DroidLab,0,0,JavaScript
858476720.0,diego-cavalcantii/MavidSmile,0,0,Java
858952046.0,oseitutu90/java-chat-with-documents,0,0,Shell
859408860.0,CesarAugustusGroB/PriceApp,0,0,Java
859477167.0,tyoung-sc/WebGoat,0,0,JavaScript
860238401.0,fliycode/learngit,0,0,
860340208.0,abhisheksdtu/interview-preparation,0,0,Java
862541594.0,Duckycoders/PinXiXi,1,0,HTML
862990690.0,IndieFrenk/Azienda-be,0,0,Java
863305419.0,Ali6x1000/Projects,1,0,Java
863770255.0,ndisalvio3/Invasion-mod-ports,0,0,Java
864707450.0,NiixoZMinecraftPlugin/MinecraftSpigot-SurvivalCore,0,0,Java
867042800.0,Bogdusik/SwitchMenu,0,0,Java
867597981.0,funny-bunny-corp/merchant-onboarding,0,0,Java
868292572.0,Abhinav-ranish/Campus-Hive,0,0,Java
869365348.0,sinemmm11/my-new-repo,0,0,Java
869637345.0,AlejandroPico/Ajedrez,0,0,Java
870161877.0,ghraibeh/android-mock-location-for-development,0,0,Java
871140401.0,frykhamn/userauth-javatemplate-2024,0,0,Java
871840989.0,gnycholas/RavenCrest,0,0,Java
871867571.0,LeeChangKyun/BookProject,0,0,JavaScript
871896639.0,VladimirPronin/neighbors-social-network,0,0,Java
872637805.0,MrArepMich/Copytrello,0,0,Java
872685680.0,guiijoo/API-SpringBoot-Santander,0,0,Java
873205834.0,nikolas-ferreira/selfhub-app,0,0,Kotlin
873235545.0,operaton/operaton,186,46,Java
873544070.0,dvdmchl/frp,0,0,Java
874017129.0,iamkaf/amber,0,0,Java
874028444.0,bartek12280/project-management-system,0,0,Java
875545748.0,erwan-legoff/spricture,0,0,Java
875830163.0,arcazj/openbexi_earth_orbit,3,2,HTML
876355378.0,AhmetTK4/JavaProjects,0,0,Java
876520839.0,AdonayNero/microservices,0,0,Java
876699064.0,yRapha/yRapha,0,0,
877038007.0,Dexaroz/money-calculator,1,0,Java
877467554.0,vicvalentim/ziviDomeLive,3,1,Java
877699592.0,ccffee-jc/moonlight-android,0,0,C
878000199.0,thebristolsound/anthropic-quickstarts,0,0,
878512440.0,mahendrakaintura/My-profile,1,0,Java
878532506.0,bumbutudor/OCRTrainingAutomation,0,0,Java
878699404.0,shrouk-mostafa/Automation-Assessment-Paysky,1,0,Java
878729566.0,WaldirJuniorGPN/api-gratiStore,1,0,Java
878753479.0,Thunderrock424242/Wilderness-Odyssey-API,1,3,Java
879480331.0,Servicraft/servidirectorios,0,0,Java
879659614.0,DandaraEmiliano/biblioteca-spring,0,0,Java
880522310.0,J0hann48/ms-finance,0,0,Java
881186442.0,coderalexis/CodigoPostalApi2024,0,0,Java
881582680.0,light624/fullstack_project,0,0,JavaScript
882041613.0,CodigoCreativoUTEC/backendPFT,1,1,Java
882505302.0,DylM0nster22/HackCraft,0,0,Java
882838012.0,rodrigosfreita/API-REST,0,0,Java
882924075.0,Saifuddin53/apps-android-commons,0,0,Kotlin
882924163.0,moqimoqidea/moqi-demo-java-maven,0,0,Java
885308353.0,manimod7/sdeLearnings,0,0,Java
885466848.0,bhargavqwertyuiop/simple-java-maven-app,0,0,Shell
886292712.0,cihat-kose/cucumber-jdbc-ui-db-test-lab,0,0,Java
887465281.0,lolka1333/AceTheGame,0,1,C++
888151956.0,deadworks21/BattleTechCalc-Java,0,0,Java
888513455.0,Akzuwo/AkzuwoExtension,0,0,Java
889170151.0,moonumber8/sampleCI-CD,0,0,Java
889577207.0,reuven1234/reuvenBagrut,0,0,Java
889887107.0,katassyn/MyExperiencePlugin,0,0,Java
890000671.0,novabyte52/world-manager,0,0,Java
891229276.0,jcputney/elearning-module-parser,1,0,Java
891669423.0,yraedry/api-no-jutsu,2,0,Java
892101306.0,SeidlJohannes/monsterCardGame,0,0,Java
892573085.0,QuyenNHPH56802/DA1QuanLyRapChieu,0,0,HTML
893060902.0,eagle-head/drink-water-api,5,0,Java
893222128.0,oussemaghazouani/SymfonyProject,0,0,SCSS
893291611.0,KingsleySepeng/jks-community,0,0,TypeScript
894146625.0,webmasterbecks/openkoda,0,0,Java
894441191.0,TheMrPumpkin/TheMrPumpkin,0,0,Python
894940973.0,AllanceBoom/ds-rosetta-service,0,0,Java
895831221.0,richeeta/AIAuditor,9,3,Java
896343213.0,nmj18txstate/KafkaProducerDemo,0,0,Java
896808467.0,GhOsT00712/learning,0,0,Java
897064886.0,3brazek234/YummyRecipes,0,0,Java
897340486.0,AlexIvan333/LMS-BackEnd,1,0,Java
897605603.0,398ja/phoenixd-java,1,0,Java
899231012.0,VinceIP/MochaBoy,0,0,Java
899305407.0,MipoThomas14/Console-Task-Manager,0,0,Java
899597341.0,mmatijevic/spring-petclinic,0,0,CSS
899680055.0,Teenkung123/FurnitureShopPlus,0,0,Java
899984740.0,pm430/spring-kafka-demo,0,0,Java
900221815.0,episkeys/SE115-Maps,0,0,Java
900290014.0,MattYu12138/FullStackPractices,0,0,Java
900386137.0,Rexxyyy/Spring1,0,0,Java
900552923.0,guangnian06/fat-aar-android,0,2,Groovy
900973158.0,DiscordGoat/Continuity,0,0,Java
903340347.0,Anand-rahul/BookMyShow,0,1,Java
903746054.0,chi11mo/SkateDB,0,0,Java
904326024.0,devashish-rane/CitySocial,0,0,Java
904843835.0,tomeksamcik/raydium,0,0,Java
904943106.0,satwik-codeium/traderX,0,0,
905197787.0,funny-bunny-corp/dispute-service,0,0,Java
905620545.0,TheDXport/LeetType,1,0,TypeScript
905863250.0,iamluanem/SecureText-API,0,0,Java
906778186.0,harenderk62/urlShortener,0,0,Java
907117833.0,phamhungptithcm/beaus-system,1,0,Java
907487382.0,appledelhi99/tcgweatherapi,0,0,Java
908187564.0,AI4Wings/PCAPdroid,0,2,Java
908245271.0,AlexarasTG/finance-tracker,0,0,TypeScript
908668737.0,khuranasahil/stockapp,0,0,TypeScript
909406455.0,DogManTC/Zapcraft-mod,0,0,Java
909502850.0,Teenkung123/DevMMO,0,0,Java
909662822.0,kenichi04/financial-data-app,0,0,Java
909675637.0,TOlchawa/yapp,1,0,Java
909757181.0,DimaSergeew/Chatty,0,0,Java
909910892.0,RP565017/MyProjects,0,0,Java
910099434.0,peter-lawrey/aide,20,2,Java
910263535.0,im23b-schmids3/Real-time-chat-app,0,0,Java
910690415.0,kuailexiaopanxie/D-MAN,0,0,Java
910772496.0,samhuang1216/DevEssence,0,0,Java
911156483.0,0xZKsnarker/CLI-task-tracker,0,0,Java
912005404.0,k-hoshihara/focus-work-and-life,0,0,Java
912031802.0,RochBlondiaux/Pacman,0,0,Java
912161727.0,MatDev/MS-Gestion-Pedidos,0,0,Java
912378405.0,gilfort/Zauberei-1.21.1,0,0,Java
913189112.0,MihaiCristianCondrea/App-Toolkit-for-Android,3,1,Kotlin
913262468.0,paytm-temp/degressly-core,0,0,
913317620.0,paytm-temp/degressly-downstream,0,0,
913344534.0,masssi164/Simple-Blockchain,0,0,Java
913752473.0,linfwj/WMS,0,0,
914192139.0,andyhu-new/test-q-transform,0,0,Java
914255165.0,jinsujj/owl-blog-backend,1,0,Java
914282938.0,TashaKaslana/horizon_backend,0,0,Java
914857394.0,sumukhanidhibs/Chatbot,0,0,Java
915238249.0,FBIATOMIC/simplerpc,0,0,Java
915619331.0,cwuom/ono,133,26,Java
916069944.0,mlarese/security,1,0,Java
916325853.0,andinox/FDPUserStorageFederation,1,0,Java
916386623.0,KAMKEEL/Chunkport,2,0,Java
916606506.0,DaraXBT/telepass_backend,0,0,Java
917191334.0,EpicGamer4088/CurrencyConverter-JavaFX,0,0,Java
917279390.0,zwazel/coding-battle-backend,0,0,Java
917404612.0,AdrianoGandini/FileManager,0,0,Java
917777820.0,CarlosOrigami/videoclub,0,0,Java
917820812.0,akanshSirohi/QRSmith,3,0,Java
918653811.0,gwarrior01/six-steps,0,0,Java
918880872.0,Surfer12/discrete-strucutres-preview,0,0,Java
918903763.0,peterxcli/ozone,0,0,Java
919005812.0,MedBouhdida1/ApacheKafka-With-SpringReactive,0,0,Java
919357169.0,Rajeshwar-03/codealpha_tasks,0,0,
919839379.0,kingjukster/java-robber,0,0,JavaScript
920352939.0,awsmarketplacechina/demo,0,0,TypeScript
920476445.0,ArneDeutsch/operaton,0,0,Java
920746216.0,chungminsik/video,0,0,Java
921059654.0,CVanzetta/AlgoVisualizer,1,0,Java
921111299.0,MohamedAmineMacherki/MohamedAmineMacherki,1,0,
921168634.0,Neitong/Java-project,1,0,Java
921245050.0,TheChristopher21/Chrono,0,0,JavaScript
921495243.0,saigirishpabbathi/RestroRealm,1,0,CSS
