sha,normalized_type,reason,type,confidence
38c4941648474bdc12fab52e1ba9163b8d2a9975,readability,"The commit focuses on renaming various elements such as methods, parameters, and variables to improve clarity and understanding of the code, which directly addresses readability issues.",readability,9
617844fbfabcee40490e2c9689f74697ef3d801d,readability,"The commit focuses on renaming methods and parameters to improve clarity, which directly enhances the readability of the code by making it easier to understand.",readability,9
ea1e26b62a212c3b141a4e4ac6d47fcc1c2af27b,maintainability,"The commit involves extensive refactoring including renaming, moving, and extracting classes and methods, which primarily improves the structure and organization of the codebase to enhance maintainability and reduce fragility.",maintainability,8
e45de01467c5b83e2f70c4b83ad85d3b3a4aa1fc,duplication,"The commit focuses on refactoring search views to share a common layout by extracting a superclass and pulling up attributes and methods, which reduces code duplication and improves maintainability. The primary motivation appears to be reducing duplication by unifying similar code structures.",duplication,8
af70c934afa6600b0c5ac9b93cb30fd060aeb5d1,maintainability,"The commit involves moving classes and source folders to a new package namespace, which primarily addresses the organization and structure of the codebase to improve maintainability and modularity. This kind of refactoring typically aims to improve maintainability by making the codebase easier to manage and evolve.",maintainability,8
a732230f7eafc23a49c7bc204b563dec8dd44404,maintainability,"The commit centralizes test constants and property loaders by extracting classes and moving attributes and methods, which improves the maintainability of the test code by reducing redundancy and making it easier to manage and update shared resources.",maintainability,8
f9adbb5cef7c5590f425edbcba56fda78d60c01f,duplication,"The commit focuses on refactoring repeated logic into reusable utilities, which directly addresses duplicated code by unifying it into common methods and classes to avoid repetition.",duplication,9
bc30a6667a598518506f09856e6739dfedb1263b,maintainability,"The commit involves moving classes to a new package, which is typically done to improve the organization and maintainability of the codebase by better structuring the code and reducing coupling or confusion.",maintainability,8
37aef8b1a7f78dfeea275d0461c2edb9407cf6b0,maintainability,"The commit centralizes Supabase HTTP logic by extracting and moving methods, creating a helper class, and renaming variables to improve the structure and organization of the code. This refactoring primarily targets improving maintainability by making the codebase easier to manage and modify in the future.",maintainability,8
dcdc9b0e01073e55684294df8b5cc5ca98ae165c,readability,"The commit focuses on renaming variables, attributes, and parameters to follow a consistent naming convention, which primarily improves code readability and understandability.",readability,9
df5255bce01ccf884d713179d07f257aee878eb7,maintainability,"The commit replaces deprecated usage of MockBean annotations, which improves the maintainability of the code by updating it to current standards and removing outdated constructs.",maintainability,8
c9abd20536b9263a3f55aa5233c361b981fd33e8,maintainability,"The commit introduces a service layer by extracting and moving methods and classes, which improves the structure and modularity of the code, making it easier to maintain and evolve. This refactoring primarily targets improving maintainability by separating concerns and organizing code better.",maintainability,9
ea30653718eeb112c207dd6c86b5ee709a08435e,maintainability,"Converting POJO classes to records improves code maintainability by reducing boilerplate and making the codebase more concise and less error-prone, thus enhancing maintainability.",maintainability,8
e5dad770b9c18a0e5696e8bde96382ced8c41cc7,maintainability,"The commit involves moving many classes to reorganize packages into domain modules, which primarily improves the maintainability of the codebase by better modularizing it and making it easier to manage and evolve.",maintainability,8
b37e809367a97dd77b145dea4d0d8caa21ec5dcf,maintainability,"The commit refactors repositories to use a helper class, which likely improves code structure and modularity, enhancing maintainability by reducing code fragility and improving organization.",maintainability,8
31f610e505cf43c91b2324d9d55ad1d53f3524f9,maintainability,"The commit involves extensive refactoring including method extraction, superclass extraction, parameterization, and renaming, which primarily improves the structure and organization of the code to make it easier to maintain and extend. These changes focus on improving the maintainability of the codebase rather than addressing performance, duplication, or logical errors.",maintainability,9
083661946a57b537e1d9c5ed2f0fff87374f74b3,maintainability,"The commit refactors the codebase by introducing interface-based design and reorganizing classes and methods, which primarily improves the maintainability and modularity of the code, making it less fragile and easier to manage.",maintainability,9
ab77cd121676fd6f880a4d49e36bda48b68a7696,maintainability,"The commit involves moving a large number of classes to a feature-oriented package layout, which is a structural change aimed at improving the organization and maintainability of the codebase. Such refactoring typically targets maintainability by making the code easier to manage and evolve.",maintainability,8
29071f85862dc8079ce78a81a4f3ea561e7fda3e,maintainability,"The commit applies multiple design patterns (Builder, Decorator, Observer) and performs extensive refactoring such as extracting classes, moving methods, and changing types, which primarily improves the structure and maintainability of the codebase by making it less fragile and easier to evolve.",maintainability,9
15db0d54aca81da33f6c222296f1702412653c95,dependency,"The commit focuses on refactoring the code to use constructor injection, which is a common practice to improve how dependencies are managed and injected. This change primarily addresses unwanted dependencies between modules by making dependencies explicit and easier to manage, thus improving the dependency structure of the code.",dependency,8
50a6abb7abd858d9dd57ae98b9d3c2af78adc0cb,maintainability,"The commit involves extensive refactoring including extracting classes and methods, moving attributes and methods, renaming parameters and variables, and changing parameter types. These changes aim to improve the structure and organization of the code, which primarily enhances maintainability by making the codebase easier to modify and less fragile.",maintainability,9
8785f47abfb11f250d480f5ab34db13f9efc3c3a,readability,"The commit focuses on renaming variables and parameters to improve clarity and understanding of the code, which directly addresses readability issues.",readability,9
7778ce6fb61763dd1402f2218e2097b7efce9706,maintainability,"The commit refactors the GUI to enforce MVC separation by moving methods and changing types, which improves the structure and modularity of the code, making it easier to maintain and less fragile. This primarily addresses maintainability issues.",maintainability,9
d9384e995050f56e997b55a40e694d560a50c771,readability,"The commit focuses on renaming attributes, methods, and variables to improve the clarity and understanding of the code, which directly impacts readability.",readability,8
79caf63b1f5ecbed9f053b5a5bd15dc5a587fd15,maintainability,"The commit focuses on refactoring the purchase order management to use domain objects, which typically improves the structure and organization of the code, making it easier to maintain and evolve. The extensive type changes, renaming, and variable extraction suggest an effort to improve the maintainability of the codebase rather than addressing performance, duplication, or testing issues.",maintainability,8
118cf9180c937fb04c5a386c01713ee6cec3addc,maintainability,"The commit involves extensive moving of classes and restructuring of packages, which primarily improves the maintainability of the codebase by organizing code better and making it less fragile to changes. The addition of a dockerized setup also supports maintainability by standardizing the environment.",maintainability,8
26fa1091b8c57a46d234a4b1fac0afe178189ffe,maintainability,"The commit focuses on refactoring state management by changing access modifiers, extracting classes, merging and moving attributes, which primarily improves the maintainability of the code by making it less fragile and easier to manage.",maintainability,8
4736be0f12b3d4400dc0c848b1ae3eff6c6a23b2,maintainability,"The commit involves refactoring page objects by changing access modifiers, extracting a superclass, renaming variables and parameters, and restructuring attributes. These changes primarily improve the structure and organization of the code to make it easier to maintain and extend in the future, indicating a focus on maintainability.",maintainability,8
17dfebf72a458ea1c19a73933ad8532328c78ddc,maintainability,"The commit involves moving a large number of classes and modifying annotations to reorganize the code into a domain-oriented package structure, which primarily improves the maintainability of the codebase by making it more modular and easier to manage.",maintainability,8
73b316f0f9b85113d9293598214ed304269fea37,duplication,"The commit consolidates multiple RequestDTO classes into a single unified class, which primarily addresses the issue of duplicated code by unifying similar structures into one, reducing redundancy.",duplication,9
51553cca5691dea4c9b68e4738695c3ed91e6856,readability,"The commit focuses on renaming obfuscated variables and cleaning up game variables, which primarily improves the readability of the code by making variable names clearer and more understandable.",readability,9
af560039f0b8b12bffab632198a4e8576130631f,maintainability,"The commit involves extensive refactoring such as extracting classes and methods, moving attributes and methods, and changing types, which primarily aims to improve the maintainability of the codebase by restructuring and organizing code for easier future modifications and robustness.",maintainability,9
5daabd8c34ba83a9dc64c825fa7e30c5a101f44d,maintainability,"The commit focuses on refactoring by extracting and moving methods, renaming variables and parameters, and restructuring conditionals, which primarily improves the maintainability of the code by making it cleaner and easier to modify in the future.",maintainability,8
148803a6e9ab52f19a2b5e8aa3c7a7751f519cdc,readability,"The commit involves extensive renaming of classes, methods, attributes, and parameters, which primarily improves the clarity and understandability of the code, thus enhancing readability.",readability,8
0564e7b9598ac7d848228de4fcad01500d3505ae,maintainability,"The commit focuses on refactoring by replacing the usage of IBlockState with BlockState, which involves changing types extensively. This suggests an effort to improve the code structure and maintainability rather than fixing logic or performance issues.",maintainability,8
9af4fd8a49ae3dc469538aa88e56d825c0655b55,maintainability,"The commit focuses on refactoring the database helper by extracting methods, inlining variables, and renaming parameters and variables to improve the structure and clarity of the code, which primarily enhances maintainability.",maintainability,8
e9c960418cb7ad80ebc2f1cd83a41428f136ceff,maintainability,"The commit involves moving many classes to organize the project under a specific package structure, which primarily improves the maintainability of the codebase by better organizing code and dependencies.",maintainability,8
dbe2353635c959ec4ed0e7758d60dec79ab604a1,maintainability,"The commit focuses on refactoring the Android project by introducing a BaseActivity and performing multiple method extractions, renaming, and modernizing code constructs. This suggests improving the structure and maintainability of the codebase rather than addressing performance, duplication, or testing issues.",maintainability,9
7ca163642b9f52b8b89d7386ac315e9046ae00d0,readability,"The commit focuses on renaming classes, methods, parameters, and variables to clarify the code, which improves code readability and understanding without changing functionality.",readability,9
1318f299e2c742745fb62fd5daa02220ce2f6f1f,maintainability,"The commit focuses on refactoring controller endpoints primarily by modifying method annotations and parameters, which typically improves code structure and maintainability without changing functionality. This suggests the primary motivation is to enhance maintainability.",maintainability,8
c504ca8670cd4dbcca04bf39a5a35080ea2cb08c,maintainability,"The commit involves extensive refactoring such as extracting classes, moving and renaming methods and attributes, and modifying access modifiers, which primarily improves the structure and organization of the code to enhance maintainability.",maintainability,8
0d27f23ebf2a3fb927fb2df8dd02bb6de008b3b7,readability,"The commit involves extensive renaming of methods, parameters, and variables to improve clarity and understanding of the code, which directly addresses readability issues.",readability,9
556a89d05556fc421f074000087f5da71d69fa60,readability,"The commit focuses on renaming variables and parameters to improve naming consistency and style, which primarily enhances code readability and understandability.",readability,9
b35595e16f90ded929a80aa46d4122816d3575fc,maintainability,"The commit involves moderate refactoring and codebase cleanup, including moving and renaming classes, changing types, and merging conditionals, which primarily improves the maintainability of the code by making it cleaner and more organized.",maintainability,8
bd12c7aa5d4cd0fbdcd3ead2f25f69be246b5216,maintainability,"The commit involves refactoring and migrating code to use a different channel, which suggests improving the structure and maintainability of the codebase rather than fixing bugs or improving performance. The changes to attributes and their types indicate efforts to make the code easier to maintain and less fragile.",maintainability,8
c68e399812eb655402acde8d064a4d134c7dfb86,readability,"The commit focuses on renaming various code elements to deobfuscate fields, which improves code clarity and understandability, directly addressing readability issues.",readability,9
17864f475c28f87d5701d27b73652b9d4a0f067a,readability,"The commit primarily involves renaming classes, variables, attributes, and changing types to improve code clarity and understanding, which directly addresses readability issues.",readability,9
7f196601c6c04a4157a00847932876c8ff9730ab,readability,"The commit focuses on renaming fields and variables to improve clarity and understanding of the code, which directly impacts readability. There is no indication of addressing duplication, performance, or other issues.",readability,8
39f74210046bd26b685ac15d384e185f1e954c36,maintainability,"The commit involves extensive refactoring including encapsulation, method extraction, attribute and method access modifier changes, and class extraction, all aimed at improving the structure and organization of the code. These changes primarily enhance the maintainability of the codebase by making it less fragile and easier to modify in the future.",maintainability,9
6ee1b20baca0a5f85b05ca4f9c118c6a341d4c1a,maintainability,"The commit refactors API sub configurations by changing type declarations to records and encapsulating attributes, which improves the structure and maintainability of the codebase by making it less fragile and easier to manage.",maintainability,8
a6e3d56de8abb2b7855321e579fadf1e524c4c18,maintainability,"The commit refactors the federation provider to use plain JDBC, involving multiple type changes, renaming, and removal of annotations, which suggests improving the maintainability and clarity of the codebase rather than addressing performance, duplication, or logical errors.",maintainability,8
6479c17b2a13d8fa3687cdd0276fa2ac922bf805,readability,"The commit primarily involves renaming methods and attributes and merging conditionals, which improves the clarity and understandability of the code, thus enhancing readability.",readability,8
004355b9eb334af996f9855a8e96c1ed2f5c1071,maintainability,"The commit focuses on refactoring by centralizing cursor validation and error construction, which improves the structure and organization of the code, making it easier to maintain and less fragile. Extracting methods multiple times indicates an effort to improve maintainability rather than addressing performance, duplication, or other issues.",maintainability,8
7e5e9f12e7f9cabfc90f447b2e4d881e1a8f9166,maintainability,"The commit involves extensive refactoring by moving classes into separate packages and changing access modifiers, which primarily improves the maintainability of the codebase by organizing it better and controlling access appropriately.",maintainability,8
bb13c49602533e70f75b943eccd2c422bc430b02,maintainability,"The commit refactors a utility class from static methods to instance fields, which improves the structure and organization of the code, making it easier to maintain and extend. This change primarily targets maintainability by reducing static usage and improving encapsulation.",maintainability,8
df644a7bdb13fc3c252856d2b539f36192281afa,maintainability,"The commit focuses on refactoring to streamline entity raycasting, involving method extraction, variable extraction, renaming, and condition simplification, which primarily improves the maintainability of the code by making it cleaner and easier to modify or extend.",maintainability,8
3d1bcdf34349835e8646b364ed7f3c75d565b8df,maintainability,"The commit focuses on refactoring by centralizing button styling, which likely improves the structure and organization of the code to make it easier to maintain. The extensive use of method modifiers, access changes, class extraction, and method movement suggests an effort to improve maintainability rather than addressing performance, duplication, or logical errors.",maintainability,8
c4f6bd722479a361a93ee19ee27d666277be5891,readability,"The commit focuses on renaming class variables and parameters to improve clarity and understanding of the code, which directly impacts readability. There is no indication of addressing duplication, performance, or other issues.",readability,8
90d40fe03aa21f353bc4284e2938bbb299d5ab38,readability,"The commit focuses on renaming variables and attributes and refactoring conditionals to improve code clarity and understanding, which primarily addresses readability issues.",readability,9
c9dbe0484bfa717550a79fd7f88fca2db8f4cbf1,maintainability,"The commit involves extensive refactoring such as extracting methods, classes, interfaces, and moving attributes, which primarily aims to improve the structure and organization of the code to make it easier to maintain and extend in the future. This indicates a focus on improving maintainability rather than addressing performance, duplication, or other issues.",maintainability,9
5b4a4d6426e365de2e43ad96c014c499330aee14,maintainability,"The commit involves extensive refactoring including moving and renaming methods, changing variable types, merging classes, and extracting methods, all aimed at restructuring the code to support GUI-based settings menus. Such large-scale refactoring typically improves the maintainability of the code by organizing it better and making it easier to manage and extend.",maintainability,8
dae6bb151e0b4a7f89e81675980f38efc8bfbba0,readability,"The commit focuses on renaming classes, methods, variables, and adding documentation, which primarily improves the clarity and understandability of the code, enhancing readability.",readability,8
1bb503d4e61a23d71c5a6842f4df6fdb84c5af19,maintainability,"The commit centralizes and refactors a content panel into a shared component, which improves the structure and organization of the code, making it easier to maintain and modify in the future. This kind of refactoring primarily targets maintainability by reducing code fragmentation and improving modularity.",maintainability,8
b4e14f9190893e190d7d07bbb82c86ddcd3b9efd,maintainability,"The commit involves extensive refactoring including changing access modifiers, renaming, moving methods and classes, and modifying types, which primarily aims to improve the maintainability of the codebase by restructuring and clarifying the architecture without necessarily addressing performance, duplication, or testing issues directly.",maintainability,8
5159bb5541b87e3d615d2a760049c807e5d72e87,maintainability,"The commit refactors code to remove the usage of Runnable callbacks, which likely improves the maintainability of the code by simplifying callback handling and reducing complexity.",maintainability,8
35cd3319ac1baa97e5c679569a371daa34072ceb,maintainability,"The commit involves extensive refactoring including moving classes and methods, and standardizing code structure and package names, which primarily improves the maintainability of the codebase by making it more organized and easier to manage.",maintainability,9
e49ada32c13f25deceeb08b0107330c8de36bce6,maintainability,"The commit focuses on refactoring error creation by introducing a JsonRpcError factory and performing multiple method extractions and variable inlining, which improves the structure and organization of the code, making it easier to maintain and less fragile.",maintainability,8
0c1e29bd21b13c2cc5dff113c48981595b0095b2,readability,"The commit focuses on renaming fields, parameters, and variables to camelCase, which improves code readability and consistency, making the code easier to understand.",readability,8
5863e4fad8d217d07fe3e97906de84e71d7cecbf,maintainability,"The commit refactors simple DTOs and properties to use records, which improves code maintainability by leveraging language features that reduce boilerplate and make the codebase easier to manage and evolve.",maintainability,8
553f54fe352230988ab1165bdfb20b9954b728c0,maintainability,"The commit refactors the login API responses to use a Data Transfer Object (DTO), which typically improves code maintainability by providing a clear and consistent data structure, reducing fragility and making future changes easier.",maintainability,8
2d61f4b2774a2895f08c8575769aa665a6241552,readability,"The commit focuses on renaming parser fields to camelCase, which improves the code's readability and consistency, making it easier to understand and maintain. There is no indication of addressing duplication, performance, or other issues.",readability,8
2f4b6999d6c14ddf1cf9ab335e280935c4437360,maintainability,"The commit involves extensive refactoring including moving and renaming classes and methods, changing attribute types, and splitting classes, which primarily aims to improve the maintainability of the codebase by making it more modular and easier to manage.",maintainability,8
e7af944dd1b8dc8baf8a152a043e52947d99d736,maintainability,"The commit involves moving multiple classes into their own packages, which is a refactoring aimed at improving the modular structure and maintainability of the codebase by better organizing micro modules. This restructuring primarily targets maintainability rather than other issues like readability or performance.",maintainability,8
4af38782fd42071869e16275375f55344f232e29,readability,"The commit focuses on renaming methods and attributes and restructuring conditionals to improve the API names and code clarity, which primarily enhances code readability and understandability.",readability,9
29c4f2cc7d1032a65cba4d9b046541bf762817b4,maintainability,"The commit focuses on refactoring by extracting interfaces and helper methods, renaming variables and parameters, and merging conditionals, which primarily improves the structure and organization of the code to enhance maintainability and reduce fragility.",maintainability,8
2b1a2eeac6e6e767dfc01ca1a1bb6a08ed8eca49,maintainability,"The commit involves refactoring the project structure by moving classes and adding annotations, which primarily improves the maintainability of the codebase by organizing code better and enhancing documentation. This does not directly address readability, duplication, or other categories but focuses on making the code easier to maintain and understand in the long term.",maintainability,8
a30242a323a8129091a00664ade289e4121c86d3,readability,"The commit focuses on renaming methods, parameters, and variables, as well as splitting conditionals and inverting conditions, which primarily improves the clarity and understandability of the code, enhancing readability.",readability,8
4afe9b9ef90a784afe95fc09a8fc18a7c67115b3,maintainability,"The commit refactors the model to use a Position object, which likely improves the structure and organization of the code, making it easier to maintain and extend. The extensive refactoring operations such as extracting a class, changing types, and renaming suggest an effort to improve maintainability rather than addressing performance, duplication, or testing issues.",maintainability,8
e8b0cf256437a355f0076f57f14fa0fe745ca894,readability,"The commit focuses on renaming fields to a consistent f-prefixed PascalCase format, which primarily improves code readability by making field names more uniform and easier to understand.",readability,8
faabacac481627e753247cce86348905b688d527,maintainability,"The commit involves extensive refactoring including extracting interfaces, moving and renaming classes, and changing types, all aimed at improving the overall structure and modularity of the codebase. This suggests the primary motivation is to improve maintainability by making the codebase cleaner and easier to manage.",maintainability,9
c2d3713bdb55b806b06613561b2a2593945a85c5,maintainability,"The commit involves extensive refactoring including extracting and moving methods, merging conditionals, and renaming variables and parameters, which primarily improves the structure and organization of the code to make it easier to maintain and less fragile.",maintainability,8
0656707bc1c202d411a293a6be19f5ed4461c7b2,maintainability,"The commit involves moving a large amount of code (classes, methods, attributes) from one package to another, which is typically done to improve the structure and maintainability of the codebase by organizing related code together and reducing coupling or confusion. This kind of refactoring primarily targets maintainability improvements rather than fixing logic, performance, or readability issues directly.",maintainability,8
05c89536f7a84fe73e898a33096d747631fe7826,readability,"The commit focuses on renaming variables, parameters, and attributes to use camelCase naming conventions, which primarily improves code readability and understandability.",readability,9
701fc00c6392e1c6827a765abd5641fdc436ba1d,maintainability,"The commit involves extensive refactoring including changing access modifiers, extracting classes and methods, and renaming parameters, which are typical activities aimed at improving the maintainability of the codebase by making it more modular, understandable, and easier to modify in the future.",maintainability,8
887e9a1597dec9421f8105fb385b3671aa85f62a,maintainability,"The commit involves refactoring to implement a BFS pathfinder and apply the strategy pattern, which improves the structure and organization of the code, making it easier to maintain and extend. The extensive renaming and method changes indicate a focus on improving the code's maintainability rather than fixing bugs or performance issues.",maintainability,8
952e242ab1ec7cdea3f9aed07c3a366520e96b63,maintainability,"The commit refactors the Goods management code by introducing a generic framework with base service classes and abstract methods, which improves the structure and maintainability of the codebase. This reduces code fragility and enhances maintainability without indicating issues like duplication or performance problems.",maintainability,9
f21dd48f853fe84e8b77f7aa5dd233cba77ed150,readability,"The commit focuses on renaming a large number of attributes to improve clarity, which directly enhances the readability of the code by making variable names more descriptive and understandable.",readability,9
ec25f52bac8be0f4ea2da4ae858231e63a202b23,readability,"The commit centralizes UI styles by introducing UIStyles constants and refactoring views, which improves the clarity and understandability of the code by making style usage consistent and easier to read. This primarily addresses readability issues.",readability,8
d3eb191143298934d978848cc241ff01235219d8,readability,"The commit involves extensive renaming and type changes along with conditional restructuring, which primarily improves code clarity and understandability, indicating a focus on enhancing readability.",readability,8
6cc4dc687b4f323836852bbb3b405a67ef0c912a,readability,"The commit focuses on renaming variables and parameters to camelCase, which improves the readability and understandability of the code by following a consistent naming convention.",readability,9
fbc50ff186c8e1f912b1c0f6c77523cfc5a6f8d4,duplication,"The commit refactors bubble animations to use a shared base class, which primarily addresses the issue of duplicated code by unifying common functionality into a superclass, reducing redundancy.",duplication,9
81f8a9fe5cd4ccdc0f2b727e0cf377fb0abd3e06,maintainability,"The commit involves extensive refactoring including changing attribute and parameter types, renaming methods and parameters, and merging attributes and parameters to improve the structure and references within the code. These changes aim to improve the maintainability of the codebase by making it less fragile and easier to manage.",maintainability,8
117e69908ca5420b578549e97438631b9d744643,readability,"The commit focuses on refactoring code by renaming parameters and variables, adding method annotations, and inlining variables, all of which improve the clarity and understandability of the code without changing its behavior.",readability,9
a3e54795ed8038f08f32ffaf6533dc6f3bbcc006,readability,"The commit focuses on renaming a field to clarify its meaning, which improves the code's understandability and readability without changing functionality or structure.",readability,9
037fce78d2be3462962def76345f3477c9144df0,readability,"The commit focuses on renaming attributes and methods to clean up obfuscation in the Texture class, which primarily improves code clarity and understandability, thus enhancing readability.",readability,8
e49cead562f8ca44eb8f941062a792b5b78b99b6,maintainability,"The commit focuses on improving separation of concerns by refactoring the code to isolate connection management and data retrieval into separate classes, which enhances the maintainability of the codebase by making it less fragile and easier to manage.",maintainability,9
8c1fa3306aa663784d8b7f635b043a7d150829fd,maintainability,"The commit involves refactoring models, mappers, and DTOs to support UUID compatibility, which likely improves the structure and flexibility of the codebase, enhancing maintainability by making the code less fragile and easier to evolve.",maintainability,8
e4d71e1ceb92a9dc7c14285e8dc91758d140e004,readability,"The commit focuses on renaming a field to a more descriptive name, which improves the clarity and understandability of the code, directly addressing readability issues.",readability,9
4ba7934c155a1a1186cd50af094c98d9c0610c05,maintainability,"The commit introduces a ResponseBuilder utility and refactors controllers by extracting and moving methods, which typically improves the structure and modularity of the code, enhancing maintainability. The focus on refactoring and utility creation suggests the primary motivation is to improve maintainability rather than other symptoms like readability or performance.",maintainability,8
35eff485e99c597663c7425adca3d8adf0b3a035,maintainability,"The commit focuses on refactoring to improve code quality by extracting and moving methods, cleaning up code, and integrating PMD for static analysis, which primarily enhances maintainability by making the code less fragile and easier to manage.",maintainability,9
d0b6f233775b49adb311b64da98b06cccd560254,maintainability,"The commit focuses on refactoring the callback processing by reorganizing methods, changing access modifiers, and extracting methods to improve the structure and clarity of the code, which primarily enhances maintainability.",maintainability,8
d5c5cfb7fa7fe5c1796318544e7ace1e9a25b5c2,maintainability,"The commit introduces a new ApiResponse DTO and supporting models, refactors the service to use entities, and adds a mapper. These changes improve the structure and organization of the code, making it easier to maintain and extend in the future. The extensive refactoring operations such as changing parameter and return types, extracting variables, and renaming indicate a focus on improving the maintainability of the codebase.",maintainability,8
b16a9853736b22f419b818fd9dcbdc83dd14c016,maintainability,"The commit involves changing parameter and variable types multiple times, which typically aims to improve the code structure and make it easier to maintain. This kind of refactoring usually targets maintainability by clarifying data types and improving code robustness.",maintainability,8
db3a8bbd9ec4697f134822627fc7d3a049b8f97b,readability,"The commit focuses on refactoring the UI code to improve its structure and theme, primarily through extracting methods and variables, renaming, and modifying attributes. These changes aim to improve the code's clarity and organization, which directly enhances readability rather than addressing performance, duplication, or logical issues.",readability,8
caf402d499b6443d9997a24479093e412fe30e3d,maintainability,"The commit involves extensive refactoring including moving and renaming classes and methods, changing method signatures, and adding annotations, which primarily aims to improve the structure and organization of the codebase to make it easier to maintain and evolve.",maintainability,8
a2c30dd8b15d3510a12ae2737de9f3bfe61d9e4b,maintainability,"The commit involves extensive refactoring including multiple extract method and variable operations, as well as inlining and parameterizing variables, which primarily improves the structure and organization of the code to make it easier to maintain and modify in the future.",maintainability,8
6532092a1ddf7e29eab62ce4cade2122e6e90b7f,maintainability,"The commit focuses on refactoring by extracting a class and moving methods and attributes to improve the structure of the code, which primarily enhances maintainability by making the codebase easier to manage and evolve.",maintainability,8
22d68497fac9c437d08932d9f3990952272ecd30,maintainability,"The commit involves moving multiple classes and a package to a new package name, which is typically done to improve the organization and maintainability of the codebase by better structuring the code.",maintainability,8
76df71a860de90c31fe446d3067fd1cde4f5ffaf,maintainability,"The commit involves extensive moving of classes and packages to update the login flow and rename the package, which primarily improves the structure and organization of the codebase, enhancing maintainability.",maintainability,8
7d9cd1f097d4255f0010360be5fd9105cb4bebb6,readability,"The commit involves renaming attributes and methods multiple times, which primarily improves code clarity and understandability, thus enhancing readability.",readability,8
ba694501cefa50ac156976695dc581970c18a2fb,legacy_code,"The commit involves refactoring to migrate interactions to a new API, which suggests modernization of old code to improve its structure and usage. This aligns with working on legacy code that needs modernization rather than other symptoms like readability or performance.",legacy_code,8
d661de5390daad713329821f22265758acc256bb,maintainability,"The commit focuses on refactoring by extracting methods and classes, moving attributes, and inverting conditions to reorganize the code structure. This improves the maintainability of the code by making it less fragile and easier to manage in the future.",maintainability,8
fef36fa5b1820f8a0ca326dd62937564d9fe5119,readability,"The commit focuses on renaming obfuscated fields to improve clarity, which directly enhances code readability by making the code easier to understand.",readability,8
c0a8b3df6737ed9b451984544fae5fa743f798ae,maintainability,"The commit involves a comprehensive refactoring of the networking code, including method extraction, variable inlining, and type changes, which indicates an effort to improve the structure and maintainability of the codebase rather than addressing performance, duplication, or logical errors.",maintainability,8
158138460e4a5a93cca9bba1cbd324de1f48b694,maintainability,"The commit involves extensive refactoring including extracting classes and methods, moving attributes, and adding annotations, which primarily improves the structure and organization of the code to enhance maintainability and reduce fragility.",maintainability,8
ba90c918c1155b401b108ba544d399ac29b791d0,maintainability,"The commit involves extensive refactoring such as changing access modifiers, extracting and moving methods and classes, and encapsulating attributes, all aimed at improving the internal structure of the code. These changes primarily enhance the maintainability of the codebase by making it more modular, organized, and easier to manage in the future.",maintainability,9
